Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,1st phase - general contingent,second choice,Journalism and Communication,daytime,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",135.8,yes,no,no,yes,female,yes,19,no,0,6,6,6,13,0,0,6,7,6,13,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,third choice,Nursing,daytime,Secondary education,138,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,127.5,yes,no,no,yes,female,yes,18,no,0,7,7,7,14.4857142857143,0,0,8,9,8,14.5888888888889,0,16.2,0.3,-0.92,Graduate
single,Transfer,second choice,Nursing,daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,100,no,no,no,yes,female,no,20,no,1,8,8,7,11.5714285714286,0,1,8,8,7,11.5714285714286,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,seventh choice,Nursing,daytime,Secondary education,150,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,131.5,yes,no,no,yes,female,yes,19,no,0,8,8,7,12.6571428571429,0,0,8,8,7,12.6571428571429,0,12.7,3.7,-1.7,Graduate
single,2nd phase - general contingent,second choice,Management,daytime,Secondary education,117,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,109.3,no,no,no,no,female,no,22,no,0,5,9,2,10,1,0,5,11,1,10,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,145,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",127.9,yes,no,no,yes,female,no,19,no,0,6,7,6,13.7142857142857,0,0,6,6,6,13.1666666666667,0,12.7,3.7,-1.7,Graduate
single,Holders of other higher courses,second choice,Social Service,daytime,Higher education - degree,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,140,yes,no,no,yes,female,no,36,no,10,14,21,13,13.0714285714286,0,4,11,16,11,13,0,16.2,0.3,-0.92,Graduate
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,160,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",160,no,no,no,yes,female,yes,19,no,0,6,7,6,15.3333333333333,0,0,6,9,6,14,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general contingent,second choice,Social Service,daytime,Secondary education,125,Portuguese,Higher Education - Master's,Higher Education - Degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",119.8,no,no,no,yes,female,no,18,no,0,6,9,5,11.5714285714286,0,0,6,8,6,12.1428571428571,0,16.2,0.3,-0.92,Graduate
divorced,Change of course,fifth choice,Management (evening attendance),evening,Other - 11th year of schooling,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,153,no,no,no,no,female,no,40,no,0,5,10,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,third choice,Nursing,daytime,Secondary education,139,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",125,yes,no,no,yes,female,yes,19,no,0,7,7,6,12.9,0,0,7,7,6,12.9,0,7.6,2.6,0.32,Graduate
single,Holders of other higher courses,second choice,Veterinary Nursing,daytime,Higher education - degree,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120,no,no,no,yes,female,no,32,no,4,10,20,4,11.5,2,3,9,13,3,11.6666666666667,2,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,fourth choice,Communication Design,daytime,Secondary education,120,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,116.9,yes,no,no,yes,female,no,19,no,0,6,6,6,13.5,0,0,6,7,6,13.4285714285714,0,8.9,1.4,3.51,Graduate
married,Over 23 years old,second choice,Management,daytime,Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,117.9,no,no,no,yes,female,no,35,no,0,1,1,0,0,1,0,5,0,0,0,0,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,second choice,Basic Education,daytime,Secondary education,150,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Administrative staff,135,no,no,no,yes,female,no,29,no,2,8,10,7,11.1428571428571,0,2,8,11,8,11.375,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,seventh choice,Nursing,daytime,Secondary education,143,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,129.5,yes,no,no,yes,female,yes,18,no,0,8,8,7,13.7985714285714,0,0,8,8,7,13.7985714285714,0,10.8,1.4,1.74,Graduate
married,Over 23 years old,second choice,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,100,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Student,Armed Forces Professions,111.3,no,no,yes,no,female,no,25,no,0,6,7,6,13.3333333333333,0,0,6,6,6,13.5,0,7.6,2.6,0.32,Graduate
divorced,Over 23 years old,second choice,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,95,no,no,yes,no,female,no,50,no,0,6,11,0,0,0,0,5,6,0,0,0,8.9,1.4,3.51,Dropout
married,1st phase - general contingent,second choice,Management,daytime,Secondary education,133.1,Portuguese,Unknown,Unknown,Student,Student,131.8,no,no,no,yes,female,no,24,no,14,15,17,14,11.3571428571429,0,13,14,15,13,12.8461538461538,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,sixth choice,Informatics Engineering,daytime,Secondary education,132,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,119.1,no,no,no,yes,female,no,18,no,0,5,11,0,0,0,0,5,8,0,0,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,131,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,cleaning workers,Skilled workers in electricity and electronics,125.4,yes,no,no,yes,female,no,20,no,0,6,13,6,15.6923076923077,0,0,6,13,5,14.4285714285714,0,15.5,2.8,-4.06,Graduate
single,1st phase - special contingent (Madeira Island),second choice,Agronomy,daytime,Secondary education,147,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,140.7,yes,no,yes,yes,female,yes,20,no,13,18,19,18,15.0526315789474,0,11,13,13,13,14.5384615384615,0,15.5,2.8,-4.06,Graduate
single,Change of course,second choice,Management (evening attendance),evening,Secondary education,141,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,131.9,no,no,no,yes,female,no,21,no,6,10,20,6,11.5,0,5,10,17,5,12.4,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,second choice,Tourism,daytime,Secondary education,135,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",139.2,no,no,no,yes,male,yes,19,no,0,6,6,6,13,0,0,6,6,6,13.1666666666667,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",121.8,no,no,no,yes,male,yes,18,no,0,8,8,8,12.93875,0,0,8,8,8,12.93875,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,142,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,132.9,no,no,no,yes,male,no,22,no,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Armed Forces Professions,130,no,no,no,yes,male,no,25,no,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
married,Over 23 years old,second choice,Nursing,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,130.1,no,no,no,no,male,no,37,no,0,7,10,5,13,0,0,7,9,5,12.88,0,11.1,0.6,2.02,Dropout
single,Over 23 years old,second choice,Nursing,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",124.5,no,no,no,no,male,no,38,no,0,7,11,5,12.18,0,0,7,11,4,11.8125,0,11.1,0.6,2.02,Dropout
married,Over 23 years old,second choice,Advertising and Marketing Management,daytime,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,162.3,no,no,no,yes,male,no,36,no,0,6,13,3,11.3333333333333,0,0,6,12,5,11.4,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,third choice,Nursing,daytime,Secondary education,149,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,137.8,yes,no,no,yes,male,no,18,no,0,8,8,7,13,0,0,8,8,7,13,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Student,Student,119.5,no,no,no,no,male,no,19,no,0,5,5,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
single,Over 23 years old,second choice,Equinculture,daytime,Secondary education,150,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,110,no,no,yes,yes,male,no,24,no,0,5,13,2,12.5,2,0,5,8,3,12.3333333333333,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,106,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,105,no,no,no,yes,male,no,20,no,0,6,9,5,11,0,0,6,9,5,12.1666666666667,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,162,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,142.8,yes,no,no,yes,male,no,21,no,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Dropout
married,Change of course,fourth choice,Management (evening attendance),evening,Secondary education,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,128.2,yes,no,no,yes,male,no,32,no,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
married,Over 23 years old,second choice,Management (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,120,no,no,no,yes,male,no,39,no,0,5,9,0,0,0,0,5,5,1,10,0,12.7,3.7,-1.7,Dropout
single,Holders of other higher courses,second choice,Informatics Engineering,daytime,Higher education - degree,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,130,no,no,no,no,male,no,33,no,0,5,6,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
single,2nd phase - general contingent,third choice,Advertising and Marketing Management,daytime,Secondary education,128,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,121.7,no,no,no,yes,male,yes,20,no,0,5,5,5,12.4,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,second choice,Agronomy,daytime,Secondary education,124,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",116,no,no,no,yes,male,no,19,no,0,6,8,6,15.5,0,0,6,10,6,14.1,0,16.2,0.3,-0.92,Graduate
married,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,133.2,no,no,no,no,male,no,43,no,0,5,13,2,11.5,0,0,5,12,3,10.8,0,13.9,-0.3,0.79,Dropout
married,Change of course,second choice,Management (evening attendance),evening,Secondary education,114,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,116.7,no,no,no,yes,male,no,49,no,0,5,7,4,13.3333333333333,0,0,5,9,4,11.6,1,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,third choice,Journalism and Communication,daytime,Secondary education,140,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",126.4,yes,no,no,yes,male,yes,18,no,0,6,8,6,12.6666666666667,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,122,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,120.3,yes,no,no,yes,male,yes,19,no,0,5,8,5,12.6,0,0,5,9,5,13.6,0,8.9,1.4,3.51,Dropout
single,Over 23 years old,second choice,Communication Design,daytime,Secondary education,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Armed Forces Professions,118,no,no,yes,yes,male,yes,45,no,0,6,6,6,13.5,0,0,6,6,0,0,0,16.2,0.3,-0.92,Dropout
single,International student (bachelor),second choice,Advertising and Marketing Management,daytime,Secondary education,160,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Other - 11th Year of Schooling,Unskilled Workers,Unskilled Workers,149.5,yes,no,no,no,male,no,19,no,0,6,6,6,13,0,0,6,8,6,13,0,13.9,-0.3,0.79,Graduate
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130,no,no,no,yes,male,yes,21,no,0,6,15,6,11.7142857142857,0,0,6,8,4,11.75,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,141,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,126.3,no,no,no,yes,male,yes,18,no,0,6,8,6,12.1666666666667,0,0,6,7,5,13,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,fourth choice,Management,daytime,Secondary education,127,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",116.2,no,no,no,yes,male,no,18,no,0,5,10,0,0,1,0,5,13,0,0,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,second choice,Tourism,daytime,Secondary education,126,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",126,no,no,no,no,male,no,29,no,0,6,12,0,0,0,0,6,6,0,0,6,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Unskilled Workers,122.3,no,no,no,yes,male,no,19,no,0,5,6,5,11.5,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate
single,Technological specialization diploma holders,second choice,Communication Design,daytime,Technological specialization course,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,131.8,no,no,no,yes,male,yes,22,no,2,7,7,7,12.2857142857143,0,5,9,10,8,12.375,0,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,seventh choice,Nursing,daytime,Secondary education,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,130.7,yes,no,no,yes,male,yes,18,no,0,7,7,7,12.7185714285714,0,0,8,11,8,12.8055555555556,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",129.5,yes,no,no,yes,male,no,20,no,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
divorced,Over 23 years old,second choice,Advertising and Marketing Management,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",130,no,no,yes,yes,male,yes,29,no,0,6,16,1,14,0,0,6,7,0,0,0,11.1,0.6,2.02,Dropout
single,Over 23 years old,second choice,Advertising and Marketing Management,daytime,Secondary education,120,Portuguese,7th Year (Old),7th Year (Old),Other Situation,Administrative staff,114,yes,no,no,yes,male,no,29,no,0,5,10,3,11.6666666666667,0,0,5,8,4,11.25,0,7.6,2.6,0.32,Dropout
single,2nd phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,123,Portuguese,Higher Education - Degree,Other - 11th Year of Schooling,Specialists in Intellectual and Scientific Activities,Unskilled Workers,116.4,yes,no,yes,yes,male,no,19,no,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,second choice,Informatics Engineering,daytime,Secondary education,136,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,121.7,yes,no,no,yes,male,no,18,no,0,5,10,0,0,0,0,5,11,1,12,3,7.6,2.6,0.32,Dropout
married,Transfer,second choice,Tourism,daytime,Secondary education,136,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Bachelor's Degree,"Intermediate level technicians from legal, social, sports, cultural and similar services",Directors of administrative and commercial services,130,yes,no,no,yes,male,no,22,no,2,6,13,4,11.5,0,2,6,12,2,12.5,0,7.6,2.6,0.32,Dropout
single,Change of course,second choice,Management (evening attendance),evening,Secondary education,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,120,yes,no,yes,yes,male,no,34,no,6,10,10,7,11.7142857142857,0,4,10,10,6,11.5,0,10.8,1.4,1.74,Dropout
single,Change of course,second choice,Management (evening attendance),evening,Higher education - master's,160,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",125,no,no,no,yes,male,no,26,no,0,5,7,5,12.6,0,0,5,7,5,13.7142857142857,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,125,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,134.1,yes,no,no,yes,male,no,24,no,12,17,19,13,11.6428571428571,0,12,17,25,12,11.25,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,146,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,149.5,yes,no,no,yes,male,yes,17,no,0,6,8,6,14.875,0,0,6,8,6,13.4285714285714,0,11.1,0.6,2.02,Graduate
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",140,yes,no,no,yes,male,no,19,no,0,6,8,6,12.7142857142857,0,0,6,9,6,13.5,0,12.4,0.5,1.79,Graduate
married,Over 23 years old,second choice,Agronomy,daytime,Secondary education,111,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,162.4,no,no,yes,no,male,no,49,no,4,12,16,5,11.6,0,2,7,7,5,11.2,0,8.9,1.4,3.51,Dropout
single,Change of course,second choice,Nursing,daytime,Secondary education,120,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Master's,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",136.6,no,no,no,yes,male,no,23,no,0,7,14,5,11.94,0,0,7,14,6,12.2,0,13.9,-0.3,0.79,Dropout
single,3rd phase - general contingent,fourth choice,Informatics Engineering,daytime,Secondary education,111,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,111,yes,no,no,yes,male,no,18,no,0,5,10,4,11.6,0,0,5,9,3,14.2,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,fourth choice,Advertising and Marketing Management,daytime,Secondary education,106,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,105.7,yes,no,no,yes,male,no,19,no,0,6,6,6,13.3333333333333,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,151,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",137,yes,no,no,yes,male,no,18,no,0,5,5,5,13.4,0,0,5,5,5,15,0,8.9,1.4,3.51,Graduate
married,Over 23 years old,second choice,Tourism,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Unknown,Unknown,Student,Student,120,no,no,yes,no,male,no,45,no,0,6,12,0,0,0,0,6,12,0,0,0,9.4,-0.8,-3.12,Dropout
single,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,120,Portuguese,Unknown,Unknown,Student,Student,120.5,yes,no,no,yes,male,no,30,no,0,5,5,2,11,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
single,Change of institution/course,second choice,Management (evening attendance),evening,Technological specialization course,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Master's,Administrative staff,Armed Forces Professions,118.1,no,no,no,yes,male,no,28,no,13,15,17,13,12,0,9,13,13,9,11.3333333333333,0,8.9,1.4,3.51,Dropout
single,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,139,no,no,no,yes,male,no,40,no,0,5,0,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,Dropout
